-0.034260202	-0.09418177	0.17170376	-0.052235637	0.00028820138	-0.06298248	-0.068709694	0.01101725	-0.07008411	-0.10388397	-0.06551194	0.031067543	0.008963692	-0.061962437	0.13691553	0.07979812
-0.07422292	-0.18199421	0.12630574	-0.10662824	-0.028464211	-0.06542317	0.015728123	-0.0026754704	-0.14015411	-0.08545126	-0.09928992	0.07847846	0.04731547	-0.1163032	-0.002651979	0.08431074
-0.1761069	-0.17401339	-0.09378452	-0.22800589	-0.15677261	0.18714783	0.21755348	0.21657692	-0.24947661	0.13204323	0.1697324	0.17203158	0.23249538	-0.1623274	-0.13318773	-0.12864903
-0.02453934	-0.18082023	0.13355619	-0.13111398	-0.011369986	-0.078365654	-0.010320999	0.011289367	-0.09786542	-0.004764503	-0.057952374	0.044684205	0.04486139	-0.06492853	0.04381548	0.08938416
-0.1448997	-0.17418395	0.021061895	-0.1420957	-0.09541186	0.07004036	0.084150374	0.103358455	-0.1106262	0.019993145	0.025789008	0.1575374	0.12512489	-0.10537921	-0.043751296	-0.05194245
0.037987884	-0.054623302	0.2304685	0.047437195	0.13919634	-0.1581528	-0.15673561	-0.14998604	-0.013363072	-0.123014025	-0.12267393	-0.1179951	-0.11908067	0.023385713	0.12436113	0.13393517
-0.1551917	-0.2159504	0.031610284	-0.12742336	-0.086886644	0.08806185	0.09787407	0.14876549	-0.16040628	0.06309125	0.016137987	0.14176299	0.119481474	-0.12865187	-0.014996381	-0.065935336
-0.11756605	-0.15813695	0.0065537803	-0.20012173	-0.089716144	0.04634138	0.06851544	0.103560865	-0.20295745	0.10367365	0.060401514	0.16204366	0.1866567	-0.19005755	-0.09856583	-0.09031595
-0.1354032	-0.21523026	-0.068487875	-0.18718898	-0.13466986	0.1294134	0.13574992	0.10793962	-0.18849623	0.09267916	0.052253537	0.17490005	0.19491152	-0.17502296	-0.14472589	-0.07584986
-0.07411738	-0.17099065	0.051443696	-0.10843135	-0.063079484	0.02163084	0.020301228	0.025360173	-0.16656888	-0.036897287	-0.0026343777	0.06546222	0.11402593	-0.1238474	-0.08595294	0.07884069
0.094855905	0.049226075	0.24939299	0.10460425	0.17042485	-0.16143116	-0.12167129	-0.09164736	0.05097175	-0.13855562	-0.22643	-0.15438579	-0.14816512	0.13078628	0.08199421	0.23952977
0.041539565	-0.017800331	0.07013723	-0.03357476	0.02476818	-0.12864393	-0.05302208	-0.04194726	-0.01923585	-0.10548574	-0.12663324	-0.07442734	0.009850567	0.028284239	-0.015852993	0.08704174
0.059231367	0.011968636	0.18527444	0.053212263	0.12505639	-0.19979903	-0.08932453	-0.103285216	0.055681016	-0.110123456	-0.20308	-0.11715322	-0.100925066	0.07684181	0.072876036	0.22678168
-0.15839939	-0.22541082	-0.119908854	-0.20270573	-0.12632343	0.11313159	0.1567252	0.14228919	-0.21392491	0.06927747	0.12369853	0.11200679	0.2050582	-0.17205064	-0.06602312	-0.09792743
-0.014047972	-0.08969107	0.06868497	-0.05149997	-0.004397463	-0.0102701	0.029748376	0.003694813	-0.06058945	-0.06886759	-0.041958913	-0.015609315	0.017509019	-0.100130774	0.0677883	0.090166524
0.008434806	-0.13119496	0.048306517	-0.042951345	-0.0054240352	-0.06013704	0.04782875	0.057775225	-0.04259208	0.01434702	-0.0047619445	0.0063352003	0.034481138	-0.086114496	-0.022615839	0.058578108
0.095717564	0.06782653	0.17831962	0.077283986	0.11139198	-0.12924512	-0.1422127	-0.15764375	0.07232059	-0.17878269	-0.15826789	-0.10916626	-0.16670665	0.084039696	0.067924276	0.15173247
0.062222697	-0.0072495593	0.12145963	0.014074109	0.08293798	-0.09019831	-0.07073201	-0.061904307	-0.030624723	-0.1289526	-0.13736483	-0.07630778	-0.07035823	0.035075795	0.08777386	0.10988646
-0.057138976	-0.11480613	0.099096976	-0.09173298	-0.056040347	-0.01555129	0.04567707	0.051810328	-0.12061851	-0.0025404645	-0.032507632	0.03827612	0.040100988	-0.08651195	-0.043712486	-0.009798111
-0.010808906	-0.117500156	0.106402814	-0.04671148	-0.023771698	-0.022758592	-0.038298864	0.014430557	-0.028688675	-0.011738905	-0.08925764	-0.0069260653	0.012903074	-0.04655614	0.07072166	0.08719094
