id,target
6,0.7711970930730363
7,0.1944792252236242
10,0.7475809261507376
14,0.5323321059517547
15,0.5373777168678242
17,0.5463242757934721
18,0.4220657921265972
28,0.35024121876020387
36,0.35024121876020387
37,0.29688223924059165
40,0.35024121876020387
44,0.3969575995010418
48,0.33131542267898473
52,0.40666337617835285
63,0.33131542267898473
65,0.24566129792685454
66,0.5305624078737892
71,0.12252038763530812
74,0.379495712731552
76,0.5639891926550411
79,0.38650230554494874
93,0.5234997991216523
100,0.2968256583313501
117,0.7421894316027826
121,0.5603107998292005
126,0.7149056132837441
128,0.6175833557335911
129,0.7564455308864629
132,0.49844520022610644
133,0.5921223389010523
134,0.7206942656990554
135,0.7068571880733747
139,0.5662199045655549
141,0.35024121876020387
153,0.3478159288935589
156,0.3857047139891139
157,0.3589576031579669
161,0.27080068861720885
162,0.14471894055826076
174,0.27791329848434654
193,0.47477089460128785
194,0.3486267979455328
195,0.3233036600365898
196,0.930375894475171
197,0.5770076598729581
198,0.7753867699456142
201,0.41500283656778053
204,0.7599431361492439
210,0.930375894475171
219,0.5780496797677351
226,0.8787576789631136
231,0.5624863847448536
232,0.7638407985710266
235,0.6528279010816381
237,0.5770076598729581
238,0.930375894475171
242,0.7910760582983013
246,0.3708854136364124
249,0.7942890355573701
251,0.3543874603680458
253,0.7942890355573701
254,0.30010258861981265
262,0.7942890355573701
271,0.30010258861981265
273,0.4068137596061423
277,0.7942890355573701
290,0.4826816881145657
294,0.5195673348727894
309,0.1741497979977724
314,0.3162544826024744
315,0.1967515672593137
318,0.38269851971293006
320,0.4873893185633297
321,0.11746818202661341
331,0.28195459066777345
332,0.3237395043100702
334,0.4109870296064659
338,0.7620768525365408
340,0.35810719900823557
341,0.29586018090361726
345,0.32325528420547134
347,0.30993677231501254
348,0.35024121876020387
352,0.35024121876020387
355,0.6324023254895222
361,0.21419864449603038
370,0.6324023254895222
371,0.09441259816363008
375,0.21026317860224591
381,0.4430948437310284
383,0.35024121876020387
393,0.6324023254895222
396,0.18643826220533025
402,0.326475362732317
409,0.26866508591799165
413,0.3035687222055276
418,0.23844074249782993
426,0.22250154998073807
437,0.3657300096264941
438,0.2796649859285404
446,0.3649145239164562
447,0.3649145239164562
450,0.18877780120920576
454,0.25881762405589775
457,0.13450614321386986
468,0.17589621154180446
472,0.26018942146428836
474,0.19798769239794
476,0.32696207592156595
478,0.4267788601490777
481,0.30945862918535977
482,0.31459406463772893
485,0.03390447580473213
486,0.16189707844794649
487,0.2714409875135829
495,0.24113816905210822
496,0.37755472362888937
502,0.3418180091999974
503,0.2986663585492824
514,0.25979611331307667
520,0.42308036553592204
522,0.37755472362888937
523,0.2986663585492824
530,0.37755472362888937
543,0.2986663585492824
560,0.468058704527647
564,0.35024121876020387
565,0.8563931339927446
575,0.8563931339927446
576,0.5408141405105072
594,0.8563931339927446
600,0.35024121876020387
603,0.2210819793333125
606,0.8563931339927446
607,0.32926410414045904
611,0.3502955710829857
612,0.3199586222593592
621,0.29886315924260654
630,0.35024121876020387
640,0.27772601912635675
642,0.4793069107716853
643,0.7006046490515933
646,0.4718802397114499
652,0.6693471758315462
653,0.5187387411655304
655,0.9309388444543326
659,0.6151020362264884
667,0.7066344501597072
669,0.5123178091927374
671,0.6008760759338102
680,0.6555443043895666
681,0.377621165624571
682,0.5284409406960853
687,0.2752091784628617
689,0.5108835642915743
690,0.5114896693804257
702,0.3161319413286628
706,0.3541413014146007
709,0.35879357802036893
712,0.4981609100207894
717,0.4981609100207894
720,0.3746505110717012
731,0.4981609100207894
745,0.4981609100207894
748,0.1814072163878972
761,0.28647861866852004
773,0.2708510764472832
782,0.10518194956190415
786,0.2881200458627029
787,0.20020566302799012
788,0.32594853078574726
791,0.39602845223189515
796,0.10053083660981897
797,0.266894583749212
800,0.21164786023350596
805,0.25232660742554597
807,0.18388129106272982
808,0.23077614487539486
810,0.2823435482462514
818,0.18076066432225213
826,0.36389255917526425
836,0.5487895964485149
849,0.6242523958497733
851,0.5487895964485149
852,0.4940839082532827
853,0.5337871731718277
866,0.4661684707359735
872,0.5487895964485149
877,0.6020919015919807
884,0.6086609888489632
892,0.4965494365819097
895,0.6759281523961033
898,0.4965494365819097
911,0.4965494365819097
923,0.6413415750381649
926,0.40141531698151744
932,0.17268764072790163
936,0.32173321014140177
939,0.42575841033977246
940,0.2389500158213831
941,0.37683180457369636
944,0.22242756274399683
948,0.25302473393431657
953,0.29775773081537105
956,0.2596254704535946
957,0.3848917255681458
963,0.22033860865704677
965,0.21999643492532625
971,0.3518016709749076
976,0.35024121876020387
981,0.234354407071667
985,0.19848573579902123
987,0.2706345548129398
993,0.2386160693477959
996,0.3732451317271153
1002,0.5108195676849531
1006,0.3450871922251571
1009,0.35024121876020387
1015,0.23298155951189398
1020,0.28059107206748035
1024,0.37260299749078024
1031,0.35024121876020387
1032,0.23761170188227163
1040,0.22224848773779707
1048,0.08740769199407346
1052,0.35024121876020387
1058,0.23101176589531633
1061,0.26006424271845224
1067,0.256422314576544
1079,0.2186089536941355
1081,0.21612977148056364
1083,0.07453013948458419
1090,0.035242660953195074
1091,0.20776961509368985
1102,0.140023664158586
1109,0.15143385590090847
1113,0.11608182516193313
1119,0.1860487256669266
1120,0.19921787527994983
1122,0.24697000494335036
1123,0.19175215819617958
1128,0.17527629308331413
1134,0.35024121876020387
1138,0.32867158728374224
1142,0.4124150062463428
1146,0.35024121876020387
1149,0.5863977181155332
1152,0.35024121876020387
1153,0.4124150062463428
1154,0.19146526885956788
1155,0.3071916895700241
1166,0.3696080746352352
1167,0.3326454548698194
1174,0.3407224719757668
1181,0.35024121876020387
1188,0.32208425430056964
1195,0.29326255828671915
1198,0.35024121876020387
1199,0.35024121876020387
1202,0.3585621463124212
1207,0.2798369760114179
1208,0.35024121876020387
1219,0.2743189278129196
1222,0.3276447088333388
1223,0.5442425735888289
1224,0.3969575995010418
1226,0.3105092362854436
1228,0.35024121876020387
1232,0.33861629504307295
1237,0.12179802196262259
1241,0.3369735437004462
1243,0.30181331861045796
1244,0.3402235143253152
1249,0.35024121876020387
1252,0.35024121876020387
1253,0.3271829259622291
1254,0.33861629504307295
1259,0.4250844126747909
1263,0.39641951069254056
1264,0.2564976802590313
1267,0.35024121876020387
1272,0.35024121876020387
1276,0.3504050137303391
1278,0.2900426836923661
1284,0.22123632300446291
1287,0.2853407156677238
1288,0.289993243354572
1289,0.3507449116069403
1290,0.27728456808165064
1296,0.2853407156677238
1297,0.31997013634380456
1298,0.2705285468686895
1302,0.2853407156677238
1305,0.19194562009592672
1307,0.2282419553769491
1315,0.26845723248729453
1319,0.2204688181576488
1321,0.2853407156677238
1324,0.4019653911603885
1328,0.21066055025046784
1337,0.24705782883669958
1340,0.16532945719870903
1343,0.27544641571072687
1346,0.25630654285742654
1348,0.19487808469592055
1353,0.3041237463003294
1354,0.20970911366141065
1356,0.38842236839289357
1368,0.30697731094586167
1374,0.19487808469592055
1375,0.08808369707396675
1378,0.19043333384859787
1383,0.19546318231280377
1384,0.04666654167799222
1385,0.04666654167799222
1389,0.07181389915268566
1393,0.10673869195537332
1395,0.15503053038798303
1396,0.05153559871213273
1401,0.08231008321123912
1402,0.1060544900988024
1409,0.1060544900988024
1411,0.095878320634685
1420,0.1060544900988024
1421,0.1983939777422517
1425,0.18469864603531647
1431,0.16384895223147633
1432,0.22888105758980626
1433,0.2994229177747209
1441,0.2286824134114168
1445,0.24982553355133238
1450,0.09447069065499963
1455,0.125999730512658
1456,0.2891333312246993
1460,0.10251394502854087
1464,0.1120205552101096
1466,0.1706387735170236
1480,0.12357817046496346
1487,0.1773172852629005
1499,0.10338079521741278
1504,0.18170752656935765
1505,0.053595423915463396
1510,0.06433128144417075
1519,0.15272337740195835
1523,0.15490829782798865
1524,0.07815421431780852
1525,0.21426017107543127
1526,0.322525598636072
1535,0.6531221661855987
1537,0.4119252134419955
1547,0.30294744187290223
1549,0.3240157361825299
1556,0.673815250510736
1559,0.3162311481216558
1561,0.41578981590151376
1562,0.4690926049601331
1572,0.37728186816986653
1573,0.35024121876020387
1575,0.6531221661855987
1576,0.48303164936083764
1577,0.4119252134419955
1585,0.8955990822893104
1588,0.3362294385281074
1591,0.43753393867986107
1599,0.4392948314539646
1601,0.3550124601144607
1604,0.6625882741952094
1617,0.4461669359245593
1628,0.29744173075354885
1643,0.9650822816160581
1644,0.9642630881209323
1652,0.9469889856744347
1654,0.8097100522218711
1657,0.9392052280821044
1670,0.9469889856744347
1673,0.8072005013856357
1675,0.8945040827466177
1684,0.7365797784365287
1694,0.8056317597793626
1710,0.5977822064080085
1719,0.5654910177577483
1721,0.48431011687971803
1723,0.5646608264261015
1737,0.5247872787535036
1740,0.3676727875396193
1745,0.542874210309259
1750,0.47935508642685215
1753,0.45510384937306053
1754,0.6617264879326595
1755,0.31598079203293916
1766,0.5840609062393909
1768,0.6432183721712637
1769,0.4098284201315482
1771,0.6811732208686501
1772,0.7877547848192704
1779,0.6868774339529967
1786,0.5507089051368723
1787,0.7346931470334904
1798,0.6267643161460469
1802,0.9612984241585889
1811,0.7059668893737541
1818,0.9198123146888723
1826,0.5036014709807384
1847,0.31417500670852516
1848,0.1583931748053555
1856,0.30108790877100006
1863,0.36091379054047096
1864,0.2987301180650074
1866,0.2835251167138631
1870,0.7240265373956307
1873,0.38840147338868586
1881,0.2686236782989919
1885,0.47684735111893267
1888,0.4413638257995018
1889,0.5787237679479693
1892,0.3366675944801067
1911,0.4831453806452333
1929,0.5795111187470678
1937,0.6662099755028661
1938,0.3869904925050169
1939,0.6275681233626036
1940,0.48031989554594146
1941,0.5911806736374692
1952,0.6744814742698613
1955,0.5509056453697332
1959,0.4575369935212168
1961,0.4830601677928427
1962,0.5348638555426315
1965,0.6535876765661561
1968,0.7153465803000797
1985,0.5167854187776403
1991,0.669805326005892
1994,0.6301793700566319
1996,0.7774041038779282
2007,0.7708157854330282
2016,0.5940820702161672
